0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.765999898314476013e-02,-1.129800006747245789e-01,5.379999987781047821e-03,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.765999898314476013e-02,-1.129800006747245789e-01,5.379999987781047821e-03,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.790123456790123427e-03
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,2.689999993890523911e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.183599978685379028e-01,5.379999987781047821e-03,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.358024691358024685e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,2.689999993890523911e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.183599978685379028e-01,5.379999987781047821e-03,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.037037037037037202e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,2.689999993890523911e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.371899992227554321e-01,5.379999987781047821e-03,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.716049382716049371e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,5.379999987781047821e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.344999969005584717e-01,1.075999997556209564e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.395061728395061540e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,5.379999987781047821e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.344999969005584717e-01,1.075999997556209564e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.074074074074074403e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,8.069999516010284424e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.425700038671493530e-01,1.345000043511390686e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.753086419753086572e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,8.069999516010284424e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.506399959325790405e-01,1.345000043511390686e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.432098765432098741e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,8.069999516010284424e-03,0.000000000000000000e+00,3.765999898314476013e-02,-1.560200005769729614e-01,1.345000043511390686e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.111111111111110911e-02
-2.689999993890523911e-03,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,1.075999997556209564e-02,0.000000000000000000e+00,3.765999898314476013e-02,-1.640899926424026489e-01,1.882999949157238007e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.790123456790123080e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,1.075999997556209564e-02,0.000000000000000000e+00,3.765999898314476013e-02,-1.533299982547760010e-01,2.151999995112419128e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.469135802469135943e-02
-8.069999516010284424e-03,0.000000000000000000e+00,-1.345000043511390686e-02,0.000000000000000000e+00,2.151999995112419128e-02,0.000000000000000000e+00,1.075999997556209564e-02,0.000000000000000000e+00,3.765999898314476013e-02,-1.560200005769729614e-01,2.421000041067600250e-02,2.690000087022781372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.148148148148148806e-02
